,JNJ,Date,NVO,WMT,JPM,XOM,UNH,V,TSM,LLY,HSBC,META,TSLA,NVDA,AMZN,GOOGL,GOOG,MSFT,AAPL
238,1.1873012,2018-12-12,0.3999101,0.84630597,1.2745069,0.8745231,2.3221521,1.2915561,0.40472883,1.4420793,0.48080307,1.8220855,0.72717196,0.38935217,1.1056515,0.6732857,0.4589543,1.0129343,0.504092
239,1.1873134,2018-12-13,0.3998518,0.8466336,1.2749346,0.87915266,2.3228943,1.2930425,0.40458348,1.4455727,0.48029867,1.8220855,0.7281051,0.38954297,1.1145642,0.67799497,0.46772882,1.0133339,0.50445753
240,1.1870865,2018-12-14,0.39972433,0.8466584,1.2765124,0.8834672,2.3250513,1.2922363,0.40490562,1.441058,0.48070738,1.8220855,0.7297574,0.3897146,1.1110078,0.6811695,0.47536513,1.0128995,0.5046931
241,1.1872678,2018-12-17,0.39993244,0.84687215,1.2759802,0.8883982,2.3264606,1.2929683,0.40499532,1.4414895,0.48097402,1.8220855,0.72963303,0.39001322,1.114386,0.6820572,0.47557917,1.0132141,0.5050859
242,1.1866456,2018-12-18,0.39998913,0.8468549,1.2754365,0.89230126,2.3268204,1.2927724,0.4047716,1.4415134,0.4815259,1.8220855,0.72984695,0.39022195,1.1086544,0.6794278,0.44643858,1.0143799,0.50272024
243,1.1862046,2018-12-19,0.40009013,0.8461223,1.2744926,0.8989807,2.3282225,1.2922038,0.40497196,1.4387261,0.48032743,1.8220855,0.7293888,0.3903109,1.1131136,0.6785766,0.47760272,1.0134138,0.50571615
244,1.1863649,2018-12-20,0.40017644,0.8459147,1.2744972,0.907317,2.3280406,1.29295,0.40467396,1.4386288,0.48111412,1.8220855,0.727599,0.3903941,1.1146369,0.67828983,0.48378813,1.0132558,0.5063076
245,1.1869186,2018-12-21,0.40000182,0.8454393,1.2737182,0.91481256,2.3290832,1.292551,0.40490955,1.4412261,0.48073173,1.8220855,0.7243855,0.39051825,1.111945,0.67939734,0.47786927,1.0129377,0.50563306
246,1.1871325,2018-12-24,0.40001622,0.8449449,1.2737937,0.9221935,2.3289719,1.2930921,0.40495712,1.4433972,0.48105875,1.8220855,0.7207438,0.39051905,1.114677,0.68407595,0.48762682,1.0128859,0.50701696
247,1.1871017,2018-12-26,0.39986476,0.8448723,1.2725136,0.92891145,2.3309314,1.2927841,0.40455586,1.4450794,0.48084977,1.8220855,0.719267,0.39062235,1.111705,0.68561065,0.48361406,1.0127091,0.5075929
248,1.1875563,2018-12-27,0.39968428,0.8454119,1.2739909,0.93488824,2.3322604,1.2931671,0.4050263,1.4459034,0.4809903,1.8220855,0.7249334,0.39054242,1.1131116,0.6793554,0.4851897,1.0128274,0.50807947
249,1.1873142,2018-12-28,0.39994144,0.84591854,1.27433,0.94254816,2.3333335,1.2922907,0.40441176,1.4464236,0.48052192,1.8220855,0.72197956,0.3904012,1.1098139,0.67975336,0.48560488,1.0127647,0.50864464
250,1.1867512,2018-12-31,0.39977813,0.84532243,1.2750236,0.9500007,2.334056,1.2926562,0.4048208,1.4479631,0.48066533,1.8220855,0.7208665,0.39038476,1.1110675,0.67922455,0.48372367,1.0130699,0.50903887
